"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"scrabble1_tr.png","Bckg91.jpg",15,39,33,1,1,1,1,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"coke1_tr.png","Bckg78.jpg",322,74,19,1,1,1,2,322,31,323,307,322,"coke1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"clock1_tr.png","Bckg137.jpg",133,76,1,1,1,1,3,133,128,1,280,133,"clock1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"qtips1_tr.png","Bckg129.jpg",171,92,20,1,1,1,4,171,235,155,124,171,"qtips1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,34,1,1,1,5,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"highheel1_tr.png","Bckg57.jpg",128,77,39,1,1,1,6,128,108,34,194,128,"highheel1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"airfreshener1_tr.png","Bckg42.jpg",2,91,10,1,1,1,7,2,156,345,88,2,"airfreshener1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bottleofwine1_tr.png","Bckg29.jpg",126,71,14,1,1,1,8,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"grater1_tr.png","Bckg118.jpg",227,108,16,1,1,1,9,227,183,311,225,227,"grater1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"paintpalette1_tr.png","Bckg56.jpg",259,16,8,1,1,1,10,259,311,154,192,259,"paintpalette1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"lemon1_tr.png","Bckg99.jpg",20,66,30,1,1,1,11,20,265,285,180,20,"lemon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
