"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"pin1_tr.png","Bckg59.jpg",300,82,12,1,1,1,1,300,260,88,40,300,"pin1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"partyhats1_tr.png","Bckg110.jpg",52,18,16,1,1,1,2,52,175,231,196,52,"partyhats1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"scrabble1_tr.png","Bckg91.jpg",15,39,24,1,1,1,3,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"qtips1_tr.png","Bckg129.jpg",171,92,14,1,1,1,4,171,235,155,124,171,"qtips1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"breakfast1_tr.png","Bckg89.jpg",300,3,27,1,1,1,5,300,348,149,173,300,"breakfast1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"boxinggloves1_tr.png","Bckg131.jpg",276,95,15,1,1,1,6,276,159,125,149,276,"boxinggloves1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"hat1_tr.png","Bckg133.jpg",235,68,11,1,1,1,7,235,251,330,13,235,"hat1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"granola1_tr.png","Bckg49.jpg",191,103,7,1,1,1,8,191,262,206,48,191,"granola1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"binder1_tr.png","Bckg82.jpg",91,21,39,1,1,1,9,91,236,320,312,91,"binder1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"clock1_tr.png","Bckg137.jpg",133,76,3,1,1,1,10,133,128,1,280,133,"clock1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"hammer1_tr.png","Bckg138.jpg",237,118,37,1,1,1,11,237,139,321,245,237,"hammer1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"jackolantern1_tr.png","Bckg21.jpg",51,93,38,1,1,1,12,51,161,66,118,51,"jackolantern1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"podium1_tr.png","Bckg75.jpg",356,113,2,1,1,1,13,356,73,322,182,356,"podium1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"dress1_tr.png","Bckg96.jpg",83,51,32,1,1,1,14,83,239,71,9,83,"dress1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"cucumber1_tr.png","Bckg92.jpg",82,87,34,1,1,1,15,82,286,332,303,82,"cucumber1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"starfish1_tr.png","Bckg106.jpg",77,54,13,1,1,1,16,77,197,61,78,77,"starfish1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"waterfilter1_tr.png","Bckg123.jpg",115,56,17,1,1,1,17,115,280,232,286,115,"waterfilter1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bagel1_tr.png","Bckg43.jpg",246,20,26,1,1,1,18,246,243,284,250,246,"bagel1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"silvertray1_tr.png","Bckg64.jpg",288,6,4,1,1,1,19,288,241,343,248,288,"silvertray1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"sunglasses1_tr.png","Bckg11.jpg",27,29,22,1,1,1,20,27,287,111,147,27,"sunglasses1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"wheelchair1_tr.png","Bckg80.jpg",171,52,6,1,1,1,21,171,180,294,263,171,"wheelchair1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
