"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"rubikscube1_tr.png","Bckg122.jpg",113,105,28,1,1,1,1,113,4,222,200,113,"rubikscube1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"breakfast1_tr.png","Bckg89.jpg",300,3,15,1,1,1,2,300,348,149,173,300,"breakfast1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"turtle1_tr.png","Bckg44.jpg",223,61,37,1,1,1,3,223,185,158,305,223,"turtle1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bell1_tr.png","Bckg36.jpg",349,78,23,1,1,1,4,349,287,282,294,349,"bell1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"fireextinguisher1_tr.png","Bckg88.jpg",294,85,32,1,1,1,5,294,212,94,215,294,"fireextinguisher1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"hairdryer1_tr.png","Bckg79.jpg",63,73,3,1,1,1,6,63,52,27,90,63,"hairdryer1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"umbrella1_tr.png","Bckg50.jpg",134,101,33,1,1,1,7,134,64,344,85,134,"umbrella1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"watch1_tr.png","Bckg117.jpg",119,43,31,1,1,1,8,119,181,237,158,119,"watch1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"stoplights1_tr.png","Bckg53.jpg",219,60,24,1,1,1,9,219,214,124,240,219,"stoplights1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"plant1_tr.png","Bckg116.jpg",229,75,11,1,1,1,10,229,191,233,122,229,"plant1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"wisk1_tr.png","Bckg95.jpg",315,23,40,1,1,1,11,315,150,163,135,315,"wisk1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"partyhats1_tr.png","Bckg110.jpg",52,18,38,1,1,1,12,52,175,231,196,52,"partyhats1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"ricecooker1_tr.png","Bckg102.jpg",14,19,20,1,1,1,13,14,178,267,92,14,"ricecooker1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pin1_tr.png","Bckg59.jpg",300,82,35,1,1,1,14,300,260,88,40,300,"pin1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"waterfilter1_tr.png","Bckg123.jpg",115,56,21,1,1,1,15,115,280,232,286,115,"waterfilter1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"mouthwash1_tr.png","Bckg109.jpg",352,100,25,1,1,1,16,352,115,250,226,352,"mouthwash1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"highheel1_tr.png","Bckg57.jpg",128,77,13,1,1,1,17,128,108,34,194,128,"highheel1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bird1_tr.png","Bckg2.jpg",39,72,10,1,1,1,18,39,118,137,33,39,"bird1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"sink1_tr.png","Bckg32.jpg",178,112,27,1,1,1,19,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"wheelchair1_tr.png","Bckg80.jpg",171,52,29,1,1,1,20,171,180,294,263,171,"wheelchair1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"tennisball1_tr.png","Bckg125.jpg",15,31,17,1,1,1,21,15,270,276,311,15,"tennisball1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"tissuebox1_tr.png","Bckg98.jpg",1,12,7,1,1,1,22,1,95,272,311,1,"tissuebox1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"skippingrope1_tr.png","Bckg7.jpg",60,45,8,1,1,1,23,60,87,213,277,60,"skippingrope1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"toad1_tr.png","Bckg65.jpg",25,27,5,1,1,1,24,25,278,24,220,25,"toad1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"trumpet1_tr.png","Bckg130.jpg",355,58,19,1,1,1,25,355,313,133,32,355,"trumpet1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"jackolantern1_tr.png","Bckg21.jpg",51,93,18,1,1,1,26,51,161,66,118,51,"jackolantern1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"paintpalette1_tr.png","Bckg56.jpg",259,16,34,1,1,1,27,259,311,154,192,259,"paintpalette1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"sippycup1_tr.png","Bckg105.jpg",107,106,6,1,1,1,28,107,24,15,204,107,"sippycup1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
