"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"coke1_tr.png","Bckg78.jpg",322,74,21,1,1,1,1,322,31,323,307,322,"coke1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"umbrella1_tr.png","Bckg50.jpg",134,101,33,1,1,1,2,134,64,344,85,134,"umbrella1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"waterfilter1_tr.png","Bckg123.jpg",115,56,35,1,1,1,3,115,280,232,286,115,"waterfilter1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bell1_tr.png","Bckg36.jpg",349,78,39,1,1,1,4,349,287,282,294,349,"bell1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"podium1_tr.png","Bckg75.jpg",356,113,20,1,1,1,5,356,73,322,182,356,"podium1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"loaf1_tr.png","Bckg90.jpg",101,25,30,1,1,1,6,101,357,138,325,101,"loaf1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"ricecooker1_tr.png","Bckg102.jpg",14,19,3,1,1,1,7,14,178,267,92,14,"ricecooker1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"christmasstocking1_tr.png","Bckg136.jpg",165,50,11,1,1,1,8,165,322,246,121,165,"christmasstocking1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"pizza1_tr.png","Bckg83.jpg",31,80,26,1,1,1,9,31,153,237,175,31,"pizza1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"rollingpin1_tr.png","Bckg69.jpg",228,89,31,1,1,1,10,228,12,120,126,228,"rollingpin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"turtle1_tr.png","Bckg44.jpg",223,61,2,1,1,1,11,223,185,158,305,223,"turtle1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"steeringwheel1_tr.png","Bckg62.jpg",229,90,29,1,1,1,12,229,132,225,181,229,"steeringwheel1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"wheelchair1_tr.png","Bckg80.jpg",171,52,14,1,1,1,13,171,180,294,263,171,"wheelchair1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"spoon1_tr.png","Bckg67.jpg",161,10,5,1,1,1,14,161,301,195,183,161,"spoon1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
