"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"qtips1_tr.png","Bckg129.jpg",171,92,3,1,1,1,1,171,235,155,124,171,"qtips1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"hat1_tr.png","Bckg133.jpg",235,68,34,1,1,1,2,235,251,330,13,235,"hat1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"hotdog1_tr.png","Bckg126.jpg",152,42,6,1,1,1,3,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"breakfast1_tr.png","Bckg89.jpg",300,3,28,1,1,1,4,300,348,149,173,300,"breakfast1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"cookie1_tr.png","Bckg1.jpg",196,109,29,1,1,1,5,196,142,307,242,196,"cookie1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"pin1_tr.png","Bckg59.jpg",300,82,31,1,1,1,6,300,260,88,40,300,"pin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"mouthwash1_tr.png","Bckg109.jpg",352,100,16,1,1,1,7,352,115,250,226,352,"mouthwash1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"lei1_tr.png","Bckg119.jpg",49,5,17,1,1,1,8,49,174,32,226,49,"lei1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"rubikscube1_tr.png","Bckg122.jpg",113,105,12,1,1,1,9,113,4,222,200,113,"rubikscube1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"radish1_tr.png","Bckg112.jpg",221,14,15,1,1,1,10,221,203,64,59,221,"radish1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"washingmachine1_tr.png","Bckg85.jpg",341,34,25,1,1,1,11,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bathingsuit1_tr.png","Bckg19.jpg",288,65,2,1,1,1,12,288,311,51,176,288,"bathingsuit1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"turtle1_tr.png","Bckg44.jpg",223,61,4,1,1,1,13,223,185,158,305,223,"turtle1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"dog1_tr.png","Bckg23.jpg",167,111,10,1,1,1,14,167,16,26,214,167,"dog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
