"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"bow1_tr.png","Bckg54.jpg",172,67,25,1,1,1,1,172,311,5,258,172,"bow1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"toad1_tr.png","Bckg65.jpg",25,27,31,1,1,1,2,25,278,24,220,25,"toad1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"silvertray1_tr.png","Bckg64.jpg",288,6,20,1,1,1,3,288,241,343,248,288,"silvertray1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"woodenbox1_tr.png","Bckg9.jpg",346,69,38,1,1,1,4,346,209,115,175,346,"woodenbox1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"turtle1_tr.png","Bckg44.jpg",223,61,1,1,1,1,5,223,185,158,305,223,"turtle1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bowlingpin1_tr.png","Bckg34.jpg",301,48,22,1,1,1,6,301,219,51,324,301,"bowlingpin1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"cucumber1_tr.png","Bckg92.jpg",82,87,10,1,1,1,7,82,286,332,303,82,"cucumber1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"fantacan1_tr.png","Bckg86.jpg",126,84,29,1,1,1,8,126,32,278,53,126,"fantacan1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"kite1_tr.png","Bckg128.jpg",181,115,13,1,1,1,9,181,59,221,177,181,"kite1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"encyclopedia1_tr.png","Bckg72.jpg",286,11,36,1,1,1,10,286,151,110,236,286,"encyclopedia1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"telephonebooth1_tr.png","Bckg107.jpg",214,63,34,1,1,1,11,214,64,281,300,214,"telephonebooth1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"podium1_tr.png","Bckg75.jpg",356,113,18,1,1,1,12,356,73,322,182,356,"podium1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"ricecooker1_tr.png","Bckg102.jpg",14,19,2,1,1,1,13,14,178,267,92,14,"ricecooker1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"basket1_tr.png","Bckg24.jpg",110,8,26,1,1,1,14,110,14,332,96,110,"basket1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"wisk1_tr.png","Bckg95.jpg",315,23,35,1,1,1,15,315,150,163,135,315,"wisk1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"pizza1_tr.png","Bckg83.jpg",31,80,37,1,1,1,16,31,153,237,175,31,"pizza1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"hotdog1_tr.png","Bckg126.jpg",152,42,24,1,1,1,17,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"tractor1_tr.png","Bckg63.jpg",316,86,28,1,1,1,18,316,132,20,87,316,"tractor1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bagel1_tr.png","Bckg43.jpg",246,20,21,1,1,1,19,246,243,284,250,246,"bagel1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bathroomscale1_tr.png","Bckg17.jpg",226,17,9,1,1,1,20,226,235,285,318,226,"bathroomscale1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"dog1_tr.png","Bckg23.jpg",167,111,4,1,1,1,21,167,16,26,214,167,"dog1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bathingsuit1_tr.png","Bckg19.jpg",288,65,30,1,1,1,22,288,311,51,176,288,"bathingsuit1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"seashell1_tr.png","Bckg8.jpg",205,13,39,1,1,1,23,205,224,134,59,205,"seashell1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"sippycup1_tr.png","Bckg105.jpg",107,106,6,1,1,1,24,107,24,15,204,107,"sippycup1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"cabinet1_tr.png","Bckg13.jpg",355,110,12,1,1,1,25,355,291,250,164,355,"cabinet1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"vegeplatter1_tr.png","Bckg70.jpg",246,30,5,1,1,1,26,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bed1_tr.png","Bckg77.jpg",245,120,16,1,1,1,27,245,138,143,160,245,"bed1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"abacus1_tr.png","Bckg135.jpg",299,41,23,1,1,1,28,299,113,108,23,299,"abacus1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"washingmachine1_tr.png","Bckg85.jpg",341,34,15,1,1,1,29,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
