"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"coffeemug1_tr.png","Bckg20.jpg",325,70,10,1,1,1,1,325,253,113,22,325,"coffeemug1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bbqmachine1_tr.png","Bckg48.jpg",172,40,23,1,1,1,2,172,331,332,338,172,"bbqmachine1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"coat1_tr.png","Bckg108.jpg",94,102,36,1,1,1,3,94,309,13,198,94,"coat1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"hotdog1_tr.png","Bckg126.jpg",152,42,5,1,1,1,4,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"vegeplatter1_tr.png","Bckg70.jpg",246,30,9,1,1,1,5,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"ricecooker1_tr.png","Bckg102.jpg",14,19,15,1,1,1,6,14,178,267,92,14,"ricecooker1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"silvertray1_tr.png","Bckg64.jpg",288,6,30,1,1,1,7,288,241,343,248,288,"silvertray1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"soccerball1_tr.png","Bckg101.jpg",43,53,21,1,1,1,8,43,86,145,39,43,"soccerball1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"trophy1_tr.png","Bckg68.jpg",75,99,4,1,1,1,9,75,66,178,228,75,"trophy1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bagel1_tr.png","Bckg43.jpg",246,20,14,1,1,1,10,246,243,284,250,246,"bagel1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"handbag1_tr.png","Bckg97.jpg",66,94,1,1,1,1,11,66,275,244,269,66,"handbag1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"oven1_tr.png","Bckg55.jpg",111,9,2,1,1,1,12,111,305,27,70,111,"oven1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
