"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"paintpalette1_tr.png","Bckg56.jpg",259,16,23,1,1,1,1,259,311,154,192,259,"paintpalette1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"motorcycle1_tr.png","Bckg100.jpg",260,4,6,1,1,1,2,260,342,17,98,260,"motorcycle1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"cabinet1_tr.png","Bckg13.jpg",355,110,17,1,1,1,3,355,291,250,164,355,"cabinet1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"fireextinguisher1_tr.png","Bckg88.jpg",294,85,31,1,1,1,4,294,212,94,215,294,"fireextinguisher1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"suit1_tr.png","Bckg52.jpg",262,36,4,1,1,1,5,262,153,255,138,262,"suit1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"jellybeans1_tr.png","Bckg46.jpg",235,49,25,1,1,1,6,235,347,110,157,235,"jellybeans1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bow1_tr.png","Bckg54.jpg",172,67,29,1,1,1,7,172,311,5,258,172,"bow1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bowlingpin1_tr.png","Bckg34.jpg",301,48,15,1,1,1,8,301,219,51,324,301,"bowlingpin1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"silvertray1_tr.png","Bckg64.jpg",288,6,30,1,1,1,9,288,241,343,248,288,"silvertray1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"asparagus1_tr.png","Bckg134.jpg",263,47,26,1,1,1,10,263,290,137,190,263,"asparagus1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"lemon1_tr.png","Bckg99.jpg",20,66,18,1,1,1,11,20,265,285,180,20,"lemon1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"oven1_tr.png","Bckg55.jpg",111,9,19,1,1,1,12,111,305,27,70,111,"oven1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"rollingpin1_tr.png","Bckg69.jpg",228,89,9,1,1,1,13,228,12,120,126,228,"rollingpin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"sippycup1_tr.png","Bckg105.jpg",107,106,24,1,1,1,14,107,24,15,204,107,"sippycup1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bathingsuit1_tr.png","Bckg19.jpg",288,65,1,1,1,1,15,288,311,51,176,288,"bathingsuit1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pan1_tr.png","Bckg58.jpg",133,116,33,1,1,1,16,133,89,30,229,133,"pan1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bottleofwine1_tr.png","Bckg29.jpg",126,71,5,1,1,1,17,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"telephonebooth1_tr.png","Bckg107.jpg",214,63,36,1,1,1,18,214,64,281,300,214,"telephonebooth1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"popcorn1_tr.png","Bckg76.jpg",144,15,21,1,1,1,19,144,211,30,310,144,"popcorn1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bike1_tr.png","Bckg39.jpg",135,2,28,1,1,1,20,135,209,107,240,135,"bike1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"coke1_tr.png","Bckg78.jpg",322,74,3,1,1,1,21,322,31,323,307,322,"coke1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"fantacan1_tr.png","Bckg86.jpg",126,84,16,1,1,1,22,126,32,278,53,126,"fantacan1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"granola1_tr.png","Bckg49.jpg",191,103,12,1,1,1,23,191,262,206,48,191,"granola1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"slide1_tr.png","Bckg94.jpg",44,44,11,1,1,1,24,44,4,217,28,44,"slide1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"train1_tr.png","Bckg61.jpg",127,104,37,1,1,1,25,127,71,191,165,127,"train1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"waterfilter1_tr.png","Bckg123.jpg",115,56,22,1,1,1,26,115,280,232,286,115,"waterfilter1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"hammer1_tr.png","Bckg138.jpg",237,118,20,1,1,1,27,237,139,321,245,237,"hammer1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
