"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"mouthwash1_tr.png","Bckg109.jpg",352,100,27,1,1,1,1,352,115,250,226,352,"mouthwash1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"vegeplatter1_tr.png","Bckg70.jpg",246,30,13,1,1,1,2,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"trophy1_tr.png","Bckg68.jpg",75,99,25,1,1,1,3,75,66,178,228,75,"trophy1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"iceskates1_tr.png","Bckg27.jpg",186,64,21,1,1,1,4,186,280,131,293,186,"iceskates1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"tractor1_tr.png","Bckg63.jpg",316,86,20,1,1,1,5,316,132,20,87,316,"tractor1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"granola1_tr.png","Bckg49.jpg",191,103,19,1,1,1,6,191,262,206,48,191,"granola1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"hotdog1_tr.png","Bckg126.jpg",152,42,6,1,1,1,7,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"encyclopedia1_tr.png","Bckg72.jpg",286,11,38,1,1,1,8,286,151,110,236,286,"encyclopedia1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"watch1_tr.png","Bckg117.jpg",119,43,34,1,1,1,9,119,181,237,158,119,"watch1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"train1_tr.png","Bckg61.jpg",127,104,1,1,1,1,10,127,71,191,165,127,"train1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bottleofwine1_tr.png","Bckg29.jpg",126,71,10,1,1,1,11,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,5,1,1,1,12,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"coat1_tr.png","Bckg108.jpg",94,102,37,1,1,1,13,94,309,13,198,94,"coat1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"penguin1_tr.png","Bckg114.jpg",71,7,3,1,1,1,14,71,333,350,66,71,"penguin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"vacuum1_tr.png","Bckg60.jpg",108,97,40,1,1,1,15,108,327,356,335,108,"vacuum1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"wisk1_tr.png","Bckg95.jpg",315,23,12,1,1,1,16,315,150,163,135,315,"wisk1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
