"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"bandaid1_tr.png","Bckg45.jpg",246,107,35,1,1,1,1,246,143,243,11,246,"bandaid1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"jellybeans1_tr.png","Bckg46.jpg",235,49,30,1,1,1,2,235,347,110,157,235,"jellybeans1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"scrabble1_tr.png","Bckg91.jpg",15,39,3,1,1,1,3,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"hotdog1_tr.png","Bckg126.jpg",152,42,36,1,1,1,4,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"soccerball1_tr.png","Bckg101.jpg",43,53,12,1,1,1,5,43,86,145,39,43,"soccerball1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"stoplights1_tr.png","Bckg53.jpg",219,60,24,1,1,1,6,219,214,124,240,219,"stoplights1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"skippingrope1_tr.png","Bckg7.jpg",60,45,21,1,1,1,7,60,87,213,277,60,"skippingrope1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"lipstick1_tr.png","Bckg22.jpg",106,22,38,1,1,1,8,106,284,129,228,106,"lipstick1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bow1_tr.png","Bckg54.jpg",172,67,1,1,1,1,9,172,311,5,258,172,"bow1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"spoon1_tr.png","Bckg67.jpg",161,10,10,1,1,1,10,161,301,195,183,161,"spoon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"tractor1_tr.png","Bckg63.jpg",316,86,9,1,1,1,11,316,132,20,87,316,"tractor1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"sippycup1_tr.png","Bckg105.jpg",107,106,14,1,1,1,12,107,24,15,204,107,"sippycup1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bed1_tr.png","Bckg77.jpg",245,120,11,1,1,1,13,245,138,143,160,245,"bed1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"suit1_tr.png","Bckg52.jpg",262,36,26,1,1,1,14,262,153,255,138,262,"suit1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"toad1_tr.png","Bckg65.jpg",25,27,18,1,1,1,15,25,278,24,220,25,"toad1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"pokerchips1_tr.png","Bckg127.jpg",11,88,17,1,1,1,16,11,51,229,63,11,"pokerchips1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"toaster1_tr.png","Bckg104.jpg",358,119,4,1,1,1,17,358,291,211,356,358,"toaster1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"handsoap1_tr.png","Bckg73.jpg",74,57,27,1,1,1,18,74,352,41,5,74,"handsoap1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"bathingsuit1_tr.png","Bckg19.jpg",288,65,15,1,1,1,19,288,311,51,176,288,"bathingsuit1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"woodenbox1_tr.png","Bckg9.jpg",346,69,7,1,1,1,20,346,209,115,175,346,"woodenbox1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"dog1_tr.png","Bckg23.jpg",167,111,31,1,1,1,21,167,16,26,214,167,"dog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"train1_tr.png","Bckg61.jpg",127,104,28,1,1,1,22,127,71,191,165,127,"train1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"breakfast1_tr.png","Bckg89.jpg",300,3,25,1,1,1,23,300,348,149,173,300,"breakfast1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"vegeplatter1_tr.png","Bckg70.jpg",246,30,6,1,1,1,24,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"crayon1_tr.png","Bckg87.jpg",267,33,13,1,1,1,25,267,220,22,283,267,"crayon1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"sunglasses1_tr.png","Bckg11.jpg",27,29,8,1,1,1,26,27,287,111,147,27,"sunglasses1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,34,1,1,1,27,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"mouthwash1_tr.png","Bckg109.jpg",352,100,37,1,1,1,28,352,115,250,226,352,"mouthwash1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"rubikscube1_tr.png","Bckg122.jpg",113,105,22,1,1,1,29,113,4,222,200,113,"rubikscube1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"basket1_tr.png","Bckg24.jpg",110,8,19,1,1,1,30,110,14,332,96,110,"basket1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"pickle1_tr.png","Bckg66.jpg",150,83,5,1,1,1,31,150,65,78,256,150,"pickle1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"telephonebooth1_tr.png","Bckg107.jpg",214,63,16,1,1,1,32,214,64,281,300,214,"telephonebooth1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"watch1_tr.png","Bckg117.jpg",119,43,29,1,1,1,33,119,181,237,158,119,"watch1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"coke1_tr.png","Bckg78.jpg",322,74,32,1,1,1,34,322,31,323,307,322,"coke1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"hammer1_tr.png","Bckg138.jpg",237,118,40,1,1,1,35,237,139,321,245,237,"hammer1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"airfreshener1_tr.png","Bckg42.jpg",2,91,2,1,1,1,36,2,156,345,88,2,"airfreshener1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bottleofwine1_tr.png","Bckg29.jpg",126,71,39,1,1,1,37,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"cakemixer1_tr.png","Bckg12.jpg",255,117,33,1,1,1,38,255,108,314,330,255,"cakemixer1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bathroomscale1_tr.png","Bckg17.jpg",226,17,23,1,1,1,39,226,235,285,318,226,"bathroomscale1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"goggle1_tr.png","Bckg120.jpg",25,96,20,1,1,1,40,25,157,292,131,25,"goggle1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_crown1_tr.png",0,283,1
