"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"granola1_tr.png","Bckg49.jpg",191,103,30,1,1,1,1,191,262,206,48,191,"granola1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bottleofwine1_tr.png","Bckg29.jpg",126,71,4,1,1,1,2,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"fantacan1_tr.png","Bckg86.jpg",126,84,27,1,1,1,3,126,32,278,53,126,"fantacan1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"seashell1_tr.png","Bckg8.jpg",205,13,38,1,1,1,4,205,224,134,59,205,"seashell1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"coat1_tr.png","Bckg108.jpg",94,102,25,1,1,1,5,94,309,13,198,94,"coat1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"grater1_tr.png","Bckg118.jpg",227,108,35,1,1,1,6,227,183,311,225,227,"grater1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"lei1_tr.png","Bckg119.jpg",49,5,32,1,1,1,7,49,174,32,226,49,"lei1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"clock1_tr.png","Bckg137.jpg",133,76,20,1,1,1,8,133,128,1,280,133,"clock1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"iceskates1_tr.png","Bckg27.jpg",186,64,10,1,1,1,9,186,280,131,293,186,"iceskates1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"woodenbox1_tr.png","Bckg9.jpg",346,69,37,1,1,1,10,346,209,115,175,346,"woodenbox1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"apple1_tr.png","Bckg81.jpg",114,62,19,1,1,1,11,114,347,32,264,114,"apple1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"valentinesdaycard1_tr.png","Bckg111.jpg",338,26,40,1,1,1,12,338,234,203,108,338,"valentinesdaycard1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"oven1_tr.png","Bckg55.jpg",111,9,13,1,1,1,13,111,305,27,70,111,"oven1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"handsoap1_tr.png","Bckg73.jpg",74,57,34,1,1,1,14,74,352,41,5,74,"handsoap1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pinecone1_tr.png","Bckg10.jpg",167,55,21,1,1,1,15,167,204,167,102,167,"pinecone1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,15,1,1,1,16,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"waterfilter1_tr.png","Bckg123.jpg",115,56,17,1,1,1,17,115,280,232,286,115,"waterfilter1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"tennisball1_tr.png","Bckg125.jpg",15,31,7,1,1,1,18,15,270,276,311,15,"tennisball1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"hat1_tr.png","Bckg133.jpg",235,68,36,1,1,1,19,235,251,330,13,235,"hat1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"motorcycle1_tr.png","Bckg100.jpg",260,4,1,1,1,1,20,260,342,17,98,260,"motorcycle1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"scrabble1_tr.png","Bckg91.jpg",15,39,14,1,1,1,21,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bowls1_tr.png","Bckg103.jpg",76,79,5,1,1,1,22,76,238,207,139,76,"bowls1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"popcorn1_tr.png","Bckg76.jpg",144,15,16,1,1,1,23,144,211,30,310,144,"popcorn1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"lipstick1_tr.png","Bckg22.jpg",106,22,23,1,1,1,24,106,284,129,228,106,"lipstick1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"radish1_tr.png","Bckg112.jpg",221,14,8,1,1,1,25,221,203,64,59,221,"radish1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"breakfast1_tr.png","Bckg89.jpg",300,3,24,1,1,1,26,300,348,149,173,300,"breakfast1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"spoon1_tr.png","Bckg67.jpg",161,10,31,1,1,1,27,161,301,195,183,161,"spoon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bowlingpin1_tr.png","Bckg34.jpg",301,48,2,1,1,1,28,301,219,51,324,301,"bowlingpin1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"tissuebox1_tr.png","Bckg98.jpg",1,12,33,1,1,1,29,1,95,272,311,1,"tissuebox1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"abacus1_tr.png","Bckg135.jpg",299,41,26,1,1,1,30,299,113,108,23,299,"abacus1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
