"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"scrabble1_tr.png","Bckg91.jpg",15,39,25,1,1,1,1,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"spoon1_tr.png","Bckg67.jpg",161,10,35,1,1,1,2,161,301,195,183,161,"spoon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"wreath1_tr.png","Bckg71.jpg",229,98,5,1,1,1,3,229,357,97,101,229,"wreath1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"jellybeans1_tr.png","Bckg46.jpg",235,49,7,1,1,1,4,235,347,110,157,235,"jellybeans1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bowlingpin1_tr.png","Bckg34.jpg",301,48,33,1,1,1,5,301,219,51,324,301,"bowlingpin1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"seashell1_tr.png","Bckg8.jpg",205,13,13,1,1,1,6,205,224,134,59,205,"seashell1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"wheelchair1_tr.png","Bckg80.jpg",171,52,31,1,1,1,7,171,180,294,263,171,"wheelchair1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"watch1_tr.png","Bckg117.jpg",119,43,1,1,1,1,8,119,181,237,158,119,"watch1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"washingmachine1_tr.png","Bckg85.jpg",341,34,15,1,1,1,9,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"potatochips1_tr.png","Bckg124.jpg",13,81,20,1,1,1,10,13,164,112,355,13,"potatochips1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"cabinet1_tr.png","Bckg13.jpg",355,110,29,1,1,1,11,355,291,250,164,355,"cabinet1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"popcorn1_tr.png","Bckg76.jpg",144,15,6,1,1,1,12,144,211,30,310,144,"popcorn1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"pokerchips1_tr.png","Bckg127.jpg",11,88,3,1,1,1,13,11,51,229,63,11,"pokerchips1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"dog1_tr.png","Bckg23.jpg",167,111,36,1,1,1,14,167,16,26,214,167,"dog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"partyhats1_tr.png","Bckg110.jpg",52,18,14,1,1,1,15,52,175,231,196,52,"partyhats1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"ricecooker1_tr.png","Bckg102.jpg",14,19,23,1,1,1,16,14,178,267,92,14,"ricecooker1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"hairdryer1_tr.png","Bckg79.jpg",63,73,34,1,1,1,17,63,52,27,90,63,"hairdryer1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"toaster1_tr.png","Bckg104.jpg",358,119,40,1,1,1,18,358,291,211,356,358,"toaster1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"soccerball1_tr.png","Bckg101.jpg",43,53,16,1,1,1,19,43,86,145,39,43,"soccerball1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"pickle1_tr.png","Bckg66.jpg",150,83,22,1,1,1,20,150,65,78,256,150,"pickle1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"vegeplatter1_tr.png","Bckg70.jpg",246,30,2,1,1,1,21,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
