"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"cabinet1_tr.png","Bckg13.jpg",355,110,37,1,1,1,1,355,291,250,164,355,"cabinet1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"coke1_tr.png","Bckg78.jpg",322,74,38,1,1,1,2,322,31,323,307,322,"coke1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bow1_tr.png","Bckg54.jpg",172,67,19,1,1,1,3,172,311,5,258,172,"bow1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"crayon1_tr.png","Bckg87.jpg",267,33,32,1,1,1,4,267,220,22,283,267,"crayon1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"goggle1_tr.png","Bckg120.jpg",25,96,25,1,1,1,5,25,157,292,131,25,"goggle1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"trumpet1_tr.png","Bckg130.jpg",355,58,27,1,1,1,6,355,313,133,32,355,"trumpet1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"sunglasses1_tr.png","Bckg11.jpg",27,29,5,1,1,1,7,27,287,111,147,27,"sunglasses1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"towels1_tr.png","Bckg115.jpg",193,37,3,1,1,1,8,193,106,21,53,193,"towels1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"wagon1_tr.png","Bckg47.jpg",95,38,34,1,1,1,9,95,87,36,143,95,"wagon1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"abacus1_tr.png","Bckg135.jpg",299,41,14,1,1,1,10,299,113,108,23,299,"abacus1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"washingmachine1_tr.png","Bckg85.jpg",341,34,1,1,1,1,11,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bed1_tr.png","Bckg77.jpg",245,120,6,1,1,1,12,245,138,143,160,245,"bed1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"woodenbox1_tr.png","Bckg9.jpg",346,69,17,1,1,1,13,346,209,115,175,346,"woodenbox1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
