"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"kite1_tr.png","Bckg128.jpg",181,115,9,1,1,1,1,181,59,221,177,181,"kite1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"highheel1_tr.png","Bckg57.jpg",128,77,39,1,1,1,2,128,108,34,194,128,"highheel1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"trumpet1_tr.png","Bckg130.jpg",355,58,11,1,1,1,3,355,313,133,32,355,"trumpet1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"present1_tr.png","Bckg121.jpg",184,46,23,1,1,1,4,184,45,118,188,184,"present1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"nailpolish1_tr.png","Bckg84.jpg",301,32,27,1,1,1,5,301,148,320,226,301,"nailpolish1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pin1_tr.png","Bckg59.jpg",300,82,5,1,1,1,6,300,260,88,40,300,"pin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"hairdryer1_tr.png","Bckg79.jpg",63,73,17,1,1,1,7,63,52,27,90,63,"hairdryer1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"vegeplatter1_tr.png","Bckg70.jpg",246,30,37,1,1,1,8,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"soccerball1_tr.png","Bckg101.jpg",43,53,26,1,1,1,9,43,86,145,39,43,"soccerball1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"hotdog1_tr.png","Bckg126.jpg",152,42,34,1,1,1,10,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"stoplights1_tr.png","Bckg53.jpg",219,60,4,1,1,1,11,219,214,124,240,219,"stoplights1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"paintpalette1_tr.png","Bckg56.jpg",259,16,6,1,1,1,12,259,311,154,192,259,"paintpalette1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"wreath1_tr.png","Bckg71.jpg",229,98,28,1,1,1,13,229,357,97,101,229,"wreath1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"banana1_tr.png","Bckg93.jpg",44,114,24,1,1,1,14,44,233,78,338,44,"banana1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"tractor1_tr.png","Bckg63.jpg",316,86,29,1,1,1,15,316,132,20,87,316,"tractor1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"rubikscube1_tr.png","Bckg122.jpg",113,105,3,1,1,1,16,113,4,222,200,113,"rubikscube1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bathroomscale1_tr.png","Bckg17.jpg",226,17,2,1,1,1,17,226,235,285,318,226,"bathroomscale1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"train1_tr.png","Bckg61.jpg",127,104,32,1,1,1,18,127,71,191,165,127,"train1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bottleofwine1_tr.png","Bckg29.jpg",126,71,13,1,1,1,19,126,55,131,270,126,"bottleofwine1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"abacus1_tr.png","Bckg135.jpg",299,41,18,1,1,1,20,299,113,108,23,299,"abacus1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"crayon1_tr.png","Bckg87.jpg",267,33,33,1,1,1,21,267,220,22,283,267,"crayon1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"handbag1_tr.png","Bckg97.jpg",66,94,22,1,1,1,22,66,275,244,269,66,"handbag1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"suit1_tr.png","Bckg52.jpg",262,36,25,1,1,1,23,262,153,255,138,262,"suit1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"podium1_tr.png","Bckg75.jpg",356,113,40,1,1,1,24,356,73,322,182,356,"podium1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"iceskates1_tr.png","Bckg27.jpg",186,64,8,1,1,1,25,186,280,131,293,186,"iceskates1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"lemon1_tr.png","Bckg99.jpg",20,66,12,1,1,1,26,20,265,285,180,20,"lemon1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
