"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"highheel1_tr.png","Bckg57.jpg",128,77,26,1,1,1,1,128,108,34,194,128,"highheel1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"rollingpin1_tr.png","Bckg69.jpg",228,89,13,1,1,1,2,228,12,120,126,228,"rollingpin1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"umbrella1_tr.png","Bckg50.jpg",134,101,30,1,1,1,3,134,64,344,85,134,"umbrella1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"lemon1_tr.png","Bckg99.jpg",20,66,16,1,1,1,4,20,265,285,180,20,"lemon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"crayon1_tr.png","Bckg87.jpg",267,33,33,1,1,1,5,267,220,22,283,267,"crayon1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"telephonebooth1_tr.png","Bckg107.jpg",214,63,19,1,1,1,6,214,64,281,300,214,"telephonebooth1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"jellybeans1_tr.png","Bckg46.jpg",235,49,18,1,1,1,7,235,347,110,157,235,"jellybeans1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pokerchips1_tr.png","Bckg127.jpg",11,88,4,1,1,1,8,11,51,229,63,11,"pokerchips1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"watch1_tr.png","Bckg117.jpg",119,43,10,1,1,1,9,119,181,237,158,119,"watch1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bathroomscale1_tr.png","Bckg17.jpg",226,17,8,1,1,1,10,226,235,285,318,226,"bathroomscale1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"scrabble1_tr.png","Bckg91.jpg",15,39,9,1,1,1,11,15,152,156,110,15,"scrabble1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"pan1_tr.png","Bckg58.jpg",133,116,29,1,1,1,12,133,89,30,229,133,"pan1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"granola1_tr.png","Bckg49.jpg",191,103,34,1,1,1,13,191,262,206,48,191,"granola1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"clock1_tr.png","Bckg137.jpg",133,76,27,1,1,1,14,133,128,1,280,133,"clock1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"partyhats1_tr.png","Bckg110.jpg",52,18,23,1,1,1,15,52,175,231,196,52,"partyhats1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"pinecone1_tr.png","Bckg10.jpg",167,55,39,1,1,1,16,167,204,167,102,167,"pinecone1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"bbqmachine1_tr.png","Bckg48.jpg",172,40,21,1,1,1,17,172,331,332,338,172,"bbqmachine1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"radish1_tr.png","Bckg112.jpg",221,14,17,1,1,1,18,221,203,64,59,221,"radish1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"popcorn1_tr.png","Bckg76.jpg",144,15,5,1,1,1,19,144,211,30,310,144,"popcorn1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,40,1,1,1,20,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pizza1_tr.png","Bckg83.jpg",31,80,31,1,1,1,21,31,153,237,175,31,"pizza1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"apple1_tr.png","Bckg81.jpg",114,62,36,1,1,1,22,114,347,32,264,114,"apple1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"qtips1_tr.png","Bckg129.jpg",171,92,3,1,1,1,23,171,235,155,124,171,"qtips1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"podium1_tr.png","Bckg75.jpg",356,113,7,1,1,1,24,356,73,322,182,356,"podium1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"cabinet1_tr.png","Bckg13.jpg",355,110,22,1,1,1,25,355,291,250,164,355,"cabinet1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"vegeplatter1_tr.png","Bckg70.jpg",246,30,15,1,1,1,26,246,122,321,75,246,"vegeplatter1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"wreath1_tr.png","Bckg71.jpg",229,98,38,1,1,1,27,229,357,97,101,229,"wreath1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"cookie1_tr.png","Bckg1.jpg",196,109,37,1,1,1,28,196,142,307,242,196,"cookie1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"coat1_tr.png","Bckg108.jpg",94,102,6,1,1,1,29,94,309,13,198,94,"coat1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"airfreshener1_tr.png","Bckg42.jpg",2,91,28,1,1,1,30,2,156,345,88,2,"airfreshener1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"sunglasses1_tr.png","Bckg11.jpg",27,29,32,1,1,1,31,27,287,111,147,27,"sunglasses1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"asparagus1_tr.png","Bckg134.jpg",263,47,14,1,1,1,32,263,290,137,190,263,"asparagus1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"fantacan1_tr.png","Bckg86.jpg",126,84,25,1,1,1,33,126,32,278,53,126,"fantacan1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"bow1_tr.png","Bckg54.jpg",172,67,20,1,1,1,34,172,311,5,258,172,"bow1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"toaster1_tr.png","Bckg104.jpg",358,119,1,1,1,1,35,358,291,211,356,358,"toaster1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"silvertray1_tr.png","Bckg64.jpg",288,6,11,1,1,1,36,288,241,343,248,288,"silvertray1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"potatochips1_tr.png","Bckg124.jpg",13,81,24,1,1,1,37,13,164,112,355,13,"potatochips1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"washingmachine1_tr.png","Bckg85.jpg",341,34,35,1,1,1,38,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"binder1_tr.png","Bckg82.jpg",91,21,2,1,1,1,39,91,236,320,312,91,"binder1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"skippingrope1_tr.png","Bckg7.jpg",60,45,12,1,1,1,40,60,87,213,277,60,"skippingrope1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_dumbbell1_tr.png",0,245,2
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_perfume1_tr.png",0,298,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_camera1_tr.png",0,44,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_corn1_tr.png",0,86,2
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_discoball1_tr.png",0,162,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_lifering1_tr.png",0,135,2
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_guitar1_tr.png",0,3,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_spraybottle1_tr.png",0,96,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_oliveoil1_tr.png",0,311,2
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_bathrobe1_tr.png",0,119,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_hanger1_tr.png",0,248,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_bunny1_tr.png",0,129,2
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New_cocktail1_tr.png",0,261,2
