"obj1","backgr","obj1loc","TrialID","StudyTrialNum","block","testObj1","testObj1Feat1","TestPracTrialNum","testObj1Feat1TargetVal","testObj1LocStartVal1","testObj1LocStartVal2","testObj1LocStartVal3","testObj1LocTargetVal","testObj1Target","testObj1Foil","testObj1FCOrder","testObj1FCleftItem","testObj1FCrightItem","NewObject","OldImages","testNewLocStartVal","Imm_Delay"
"grater1_tr.png","Bckg118.jpg",227,108,4,1,1,1,1,227,183,311,225,227,"grater1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"popcorn1_tr.png","Bckg76.jpg",144,15,33,1,1,1,2,144,211,30,310,144,"popcorn1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"washingmachine1_tr.png","Bckg85.jpg",341,34,34,1,1,1,3,341,282,53,158,341,"washingmachine1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"woodenbox1_tr.png","Bckg9.jpg",346,69,19,1,1,1,4,346,209,115,175,346,"woodenbox1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"hairdryer1_tr.png","Bckg79.jpg",63,73,40,1,1,1,5,63,52,27,90,63,"hairdryer1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"pokerchips1_tr.png","Bckg127.jpg",11,88,3,1,1,1,6,11,51,229,63,11,"pokerchips1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"christmasstocking1_tr.png","Bckg136.jpg",165,50,2,1,1,1,7,165,322,246,121,165,"christmasstocking1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"clock1_tr.png","Bckg137.jpg",133,76,14,1,1,1,8,133,128,1,280,133,"clock1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"basket1_tr.png","Bckg24.jpg",110,8,36,1,1,1,9,110,14,332,96,110,"basket1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"bandaid1_tr.png","Bckg45.jpg",246,107,38,1,1,1,10,246,143,243,11,246,"bandaid1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"loaf1_tr.png","Bckg90.jpg",101,25,35,1,1,1,11,101,357,138,325,101,"loaf1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"qtips1_tr.png","Bckg129.jpg",171,92,12,1,1,1,12,171,235,155,124,171,"qtips1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"eggs1_tr.png","Bckg132.jpg",84,28,32,1,1,1,13,84,124,265,170,84,"eggs1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"binder1_tr.png","Bckg82.jpg",91,21,26,1,1,1,14,91,236,320,312,91,"binder1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"goggle1_tr.png","Bckg120.jpg",25,96,11,1,1,1,15,25,157,292,131,25,"goggle1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"fireextinguisher1_tr.png","Bckg88.jpg",294,85,16,1,1,1,16,294,212,94,215,294,"fireextinguisher1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"spoon1_tr.png","Bckg67.jpg",161,10,29,1,1,1,17,161,301,195,183,161,"spoon1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"banana1_tr.png","Bckg93.jpg",44,114,27,1,1,1,18,44,233,78,338,44,"banana1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"hotdog1_tr.png","Bckg126.jpg",152,42,20,1,1,1,19,152,327,275,320,152,"hotdog1_tr.png",NA,1,"Foil","Target",NA,1,NA,2
"skippingrope1_tr.png","Bckg7.jpg",60,45,28,1,1,1,20,60,87,213,277,60,"skippingrope1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"tissuebox1_tr.png","Bckg98.jpg",1,12,7,1,1,1,21,1,95,272,311,1,"tissuebox1_tr.png",NA,0,"Target","Foil",NA,1,NA,1
"sink1_tr.png","Bckg32.jpg",178,112,25,1,1,1,22,178,267,137,336,178,"sink1_tr.png",NA,0,"Target","Foil",NA,1,NA,2
"wreath1_tr.png","Bckg71.jpg",229,98,5,1,1,1,23,229,357,97,101,229,"wreath1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
"scarf1_tr.png","Bckg51.jpg",276,59,37,1,1,1,24,276,231,56,236,276,"scarf1_tr.png",NA,1,"Foil","Target",NA,1,NA,1
